# Sensor type: Respeck
# Activity type: Descending stairs
# Activity code: 13
# Subject id: s1918275
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1664629105815,0.22851562,-0.9163208,-0.20391846,0.953125,-2.203125,0.296875
1664629105875,0.23852539,-0.7769165,-0.086242676,9.0,-4.21875,6.796875
1664629105906,0.13696289,-1.0110474,-0.010803223,-3.671875,-3.109375,3.296875
1664629105936,0.07885742,-1.2288208,-0.035461426,-2.421875,-1.21875,-0.21875
1664629106013,0.123535156,-1.0818481,-0.073791504,2.40625,3.015625,6.25
1664629106019,0.17822266,-0.9470825,0.022155762,-0.421875,4.53125,6.609375
1664629106087,0.060058594,-0.98883057,0.051452637,-3.109375,7.703125,4.5
1664629106103,0.0769043,-0.90704346,0.017028809,0.015625,13.859375,6.4375
1664629106134,0.1665039,-0.8599243,-0.009338379,1.578125,2.390625,10.078125
1664629106177,0.109375,-0.87042236,0.051696777,-6.609375,6.859375,6.890625
1664629106220,0.13598633,-0.8406372,0.010437012,-1.953125,16.15625,-5.015625
1664629106250,0.25048828,-0.8526001,-0.003479004,9.328125,12.109375,-3.8125
1664629106298,0.14746094,-0.9819946,-0.18048096,-5.71875,10.625,7.34375
1664629106355,0.35961914,-1.3511353,-0.2576294,12.203125,16.8125,6.8125
1664629106370,0.10595703,-0.9258423,-0.08331299,10.96875,18.765625,8.03125
1664629106447,-0.091796875,-0.8081665,-0.20587158,-5.875,24.703125,0.21875
1664629106453,0.4802246,-1.2612915,-0.25030518,5.78125,11.734375,-0.296875
1664629106523,0.21972656,-1.0794067,-0.09210205,12.921875,-4.65625,6.6875
1664629106538,-0.056884766,-0.7463989,-0.07159424,7.125,0.640625,0.046875
1664629106567,0.063964844,-0.7151489,-0.14019775,3.890625,6.296875,-5.65625
1664629106628,0.09399414,-0.722229,-0.101135254,0.90625,4.671875,-1.234375
1664629106656,0.1394043,-0.6626587,-0.062072754,3.59375,-6.03125,-7.28125
1664629106686,0.12426758,-0.53131104,-0.043518066,-9.421875,-17.703125,-4.234375
1664629106762,-0.15283203,-0.631897,-0.01739502,-10.5,-17.453125,-7.390625
1664629106767,-0.00390625,-0.8308716,-0.18658447,-9.1875,-14.078125,6.875
1664629106837,-0.13110352,-1.1240845,-0.03765869,-13.90625,-9.65625,6.15625
1664629106853,0.40600586,-0.84942627,-0.42608643,8.859375,-8.140625,-3.984375
1664629106880,0.40820312,-1.4563599,-0.17462158,-6.984375,-0.578125,-0.28125
1664629106927,1.017334,-1.9570923,-0.059143066,-12.734375,-12.71875,-11.625
1664629106988,-0.45239258,-1.3338013,-0.07305908,13.765625,-14.203125,-0.25
1664629107004,0.18286133,-1.1465454,-0.08380127,9.359375,16.5625,-5.203125
1664629107047,0.8171387,-1.0083618,0.0014038086,1.796875,-10.140625,-0.15625
1664629107106,-0.17651367,-0.93048096,0.090026855,5.625,-14.53125,5.90625
1664629107122,-0.038085938,-0.47833252,-0.06939697,8.21875,0.859375,-4.28125
1664629107165,0.23071289,-0.5256958,0.13128662,-8.296875,9.15625,-1.421875
1664629107200,-0.20263672,-0.59088135,0.11956787,-17.859375,20.28125,-6.125
1664629107240,0.24731445,-0.49884033,0.07293701,-17.296875,37.0,-7.34375
1664629107288,0.3725586,-0.96051025,-0.07989502,-14.640625,22.484375,-13.578125
1664629107317,0.008544922,-1.1602173,0.07293701,3.609375,-3.59375,-4.5625
1664629107363,0.35229492,-0.86724854,-0.19488525,6.703125,1.6875,1.296875
1664629107436,-0.011230469,-1.315979,-0.34527588,8.0625,15.09375,8.734375
1664629107441,0.3527832,-1.3433228,-0.37506104,14.15625,10.5,22.765625
1664629107510,0.16040039,-2.0,-0.12750244,-5.921875,-10.203125,9.90625
1664629107515,0.1381836,-1.3638306,-0.1116333,17.84375,-2.28125,5.4375
1664629107585,0.029296875,-0.7817993,-0.08917236,9.859375,3.953125,3.25
1664629107600,-0.09448242,-0.7876587,-0.10015869,6.703125,7.703125,-0.015625
1664629107635,0.3215332,-0.6851196,-0.16290283,12.578125,-2.828125,4.1875
1664629107706,0.14990234,-0.36968994,-0.1404419,10.359375,-23.9375,5.34375
1664629107720,-0.1899414,-0.47003174,-0.0044555664,1.734375,-12.90625,2.640625
1664629107754,0.0073242188,-0.70928955,-0.030334473,-9.90625,-5.109375,-4.5
1664629107812,0.041503906,-1.0064087,-0.11895752,-19.015625,0.09375,0.140625
1664629107826,-0.1743164,-1.18927,0.07098389,-8.4375,1.484375,-7.59375
1664629107872,0.099609375,-0.88116455,-0.21392822,-2.875,4.859375,2.734375
1664629107917,0.6994629,-0.9277954,-0.45977783,17.640625,13.46875,8.390625
1664629107948,1.0854492,-1.9658813,-0.105285645,-15.21875,-26.65625,22.25
1664629107992,-0.045410156,-1.4273071,-0.093566895,15.890625,-35.578125,4.28125
1664629108064,-0.43798828,-0.9585571,-0.09307861,28.59375,5.734375,-5.03125
1664629108068,0.5629883,-0.9072876,-0.089904785,10.765625,-0.265625,4.609375
1664629108141,0.3618164,-0.9612427,0.15008545,5.234375,-0.6875,4.9375
1664629108156,-0.2758789,-0.5252075,0.04852295,-6.34375,0.234375,0.890625
1664629108186,0.16503906,-0.1729126,0.02142334,-1.390625,31.109375,4.625
1664629108245,0.13793945,-0.47735596,-0.03375244,-3.3125,28.359375,-15.59375
1664629108261,0.15771484,-0.7168579,-0.21539307,11.734375,6.1875,-15.484375
1664629108320,0.6269531,-1.0523071,0.043151855,-10.84375,-5.65625,0.421875
1664629108351,-0.033447266,-1.4890747,-0.23443604,2.625,-9.3125,-4.484375
1664629108383,0.17114258,-1.4126587,-0.548645,26.0625,18.109375,0.90625
1664629108425,0.79907227,-1.831604,-0.22320557,-0.671875,-5.53125,6.359375
1664629108472,-0.1628418,-1.4575806,-0.29693604,-7.359375,-11.21875,7.453125
1664629108506,0.27001953,-1.138977,-0.24078369,12.859375,10.921875,-1.328125
1664629108548,0.22924805,-0.99664307,-0.19805908,2.109375,-0.046875,6.953125
1664629108577,-0.026611328,-0.6956177,-0.18487549,0.234375,-3.28125,-1.125
1664629108622,0.05419922,-0.5396118,-0.19415283,-4.65625,2.734375,-4.84375
1664629108683,0.11669922,-0.5952759,-0.13604736,-8.9375,1.203125,-4.375
1664629108697,0.19335938,-0.45977783,-0.10626221,3.15625,-13.140625,-1.671875
1664629108759,0.017578125,-0.22784424,-0.12384033,-8.109375,-21.078125,1.90625
1664629108785,-0.2055664,-0.4680786,-0.012268066,-8.65625,-0.625,-6.6875
1664629108816,-0.234375,-1.1426392,0.051696777,-15.15625,23.3125,-6.484375
1664629108892,0.02368164,-1.4553833,-0.4524536,5.546875,32.40625,4.9375
1664629108906,0.95825195,-0.95269775,-0.5081177,8.421875,6.734375,-3.265625
1664629108938,0.68310547,-1.55719,-0.23370361,-5.828125,-17.546875,-1.171875
1664629109013,-0.3239746,-1.9407349,-0.047180176,0.84375,3.375,11.765625
1664629109017,0.46362305,-1.180481,-0.3279419,18.890625,7.65625,-0.640625
1664629109087,0.1772461,-1.0645142,-0.02960205,15.28125,2.34375,4.75
1664629109107,-0.061523438,-0.675354,-0.070373535,8.84375,7.8125,11.671875
1664629109135,0.23168945,-0.3665161,-0.016662598,4.921875,9.9375,16.890625
1664629109176,-0.06958008,-0.3303833,0.0692749,-7.890625,14.765625,1.5625
1664629109241,-0.08178711,-0.5120239,-0.06060791,-24.84375,20.171875,-16.421875
1664629109258,0.11694336,-0.72369385,-0.19195557,0.875,36.171875,-16.375
1664629109314,0.7141113,-1.0230103,-0.17803955,1.203125,16.234375,-3.90625
1664629109327,0.0949707,-1.223938,-0.44073486,0.015625,-14.515625,6.65625
1664629109388,0.25805664,-1.6477661,-0.5393677,15.546875,11.515625,-2.46875
1664629109417,0.31933594,-1.7800903,-0.48687744,-1.484375,-12.984375,2.265625
1664629109446,-0.0056152344,-1.3340454,-0.028625488,-1.5625,-5.484375,2.484375
1664629109522,-0.123291016,-1.130188,-0.18804932,-7.578125,2.09375,-8.28125
1664629109537,-0.035888672,-0.9151001,-0.21466064,9.3125,24.671875,-14.109375
1664629109565,0.25854492,-0.64630127,-0.18634033,6.8125,5.890625,2.96875
1664629109640,0.026611328,-0.442688,-0.20391846,-0.40625,-8.65625,1.875
1664629109657,0.107421875,-0.41778564,-0.20904541,-1.859375,-6.15625,3.25
1664629109686,0.049316406,-0.49468994,-0.05279541,3.609375,-16.671875,1.875
1664629109734,-0.083740234,-0.7307739,-0.050598145,-14.671875,-16.671875,-3.921875
1664629109764,-0.30541992,-1.0562134,-0.13140869,-4.0,-15.875,-12.734375
1664629109808,-0.16894531,-0.9714966,-0.19122314,-13.984375,-0.34375,-3.578125
1664629109866,-0.07495117,-1.28302,-0.2468872,-10.796875,12.578125,-10.796875
1664629109884,1.0776367,-1.2947388,-0.52056885,14.8125,7.71875,-9.859375
1664629109941,0.53564453,-1.7473755,-0.2131958,-19.078125,-37.515625,16.828125
1664629109971,-0.5341797,-1.4006958,0.066589355,11.921875,-10.703125,1.296875
1664629110000,0.41088867,-1.0830688,-0.16558838,4.359375,26.703125,-4.25
1664629110046,0.7282715,-0.98321533,-0.13702393,8.578125,-20.078125,12.65625
1664629110077,-0.2993164,-0.80426025,0.047546387,10.0,-26.09375,6.515625
1664629110122,-0.1850586,-0.550354,-0.011291504,8.546875,8.765625,-0.4375
1664629110165,0.20776367,-0.4553833,0.085876465,-1.328125,21.78125,4.125
1664629110199,-0.0056152344,-0.42755127,-0.06109619,-24.84375,9.71875,0.875
1664629110274,-0.033691406,-0.70562744,-0.016662598,-20.09375,27.125,-3.203125
1664629110289,0.7807617,-1.1638794,-0.044006348,-13.9375,11.65625,-5.390625
1664629110316,0.2133789,-1.3250122,-0.26275635,8.015625,-19.21875,4.015625
1664629110392,-0.26708984,-1.0574341,-0.2630005,6.703125,-4.609375,1.65625
1664629110407,0.42285156,-1.0606079,-0.22589111,4.421875,19.421875,7.359375
1664629110436,0.1862793,-1.8396606,-0.2695923,-21.625,-11.890625,0.375
1664629110498,0.3071289,-1.5010376,-0.17437744,16.890625,-3.703125,-0.6875
1664629110513,0.29418945,-0.65460205,0.034118652,9.234375,-22.109375,2.59375
1664629110577,-0.3256836,-0.40655518,-0.07989502,-5.328125,-22.890625,-2.734375
1664629110615,0.025634766,-0.92071533,-0.11627197,2.78125,-5.53125,-11.296875
1664629110634,0.26000977,-0.7437134,-0.07183838,-1.9375,-18.21875,9.015625
1664629110677,-0.3317871,-0.70635986,0.046325684,-4.671875,-13.25,-4.1875
1664629110723,0.030761719,-0.645813,-0.09967041,-2.9375,-7.046875,-10.125
1664629110752,-0.016113281,-0.7268677,-0.06451416,-15.5625,-0.59375,6.546875
1664629110795,-0.09008789,-1.185852,-0.1362915,-7.234375,20.828125,-12.890625
1664629110825,0.67700195,-1.0066528,-0.21343994,-4.765625,21.4375,5.5625
1664629110869,0.6081543,-1.7427368,0.053649902,-19.546875,-1.390625,19.46875
1664629110915,0.13500977,-1.6060181,-0.117248535,18.515625,-16.890625,-9.203125
1664629110946,0.12084961,-0.82354736,0.07293701,14.28125,-13.46875,11.9375
1664629110991,0.017089844,-0.8147583,0.04486084,4.40625,6.21875,9.421875
1664629111066,-0.0041503906,-0.7114868,0.11077881,1.40625,12.765625,-0.1875
1664629111071,0.106933594,-0.6448364,0.1852417,-6.6875,22.0,-0.890625
1664629111143,0.043701172,-0.51153564,-0.11383057,-12.90625,34.0,-3.78125
1664629111149,0.2368164,-0.6465454,0.04071045,11.734375,31.6875,-16.59375
1664629111217,0.5229492,-1.0159302,-0.24786377,0.71875,4.0625,7.984375
1664629111233,0.08178711,-1.6792603,-0.4505005,22.71875,0.703125,5.15625
1664629111261,0.30932617,-1.3435669,-0.13677979,13.71875,0.328125,19.40625
1664629111305,-0.29663086,-1.569397,-0.13140869,-36.640625,6.859375,5.0625
1664629111350,0.5739746,-1.6521606,-0.2781372,13.921875,20.828125,-7.828125
1664629111400,0.2824707,-0.97857666,-0.008850098,10.5,-17.34375,9.828125
1664629111424,-0.24780273,-0.45880127,-0.03717041,8.65625,-4.296875,-2.28125
1664629111499,0.13867188,-0.4199829,-0.06427002,5.140625,-8.578125,-5.9375
1664629111502,-0.012207031,-0.3303833,-0.11651611,-1.421875,-25.984375,8.328125
1664629111574,0.0012207031,-0.4163208,-0.097229004,5.53125,-1.828125,0.734375
1664629111577,-0.023925781,-0.73443604,-0.0032348633,-13.921875,-7.703125,-9.53125
1664629111651,0.025390625,-0.7312622,-0.1375122,-7.90625,-10.15625,-3.5625
1664629111664,0.17016602,-0.9776001,-0.2786255,1.25,8.875,-3.625
1664629111694,0.9111328,-1.7559204,-0.18560791,6.140625,1.515625,10.609375
1664629111755,0.2199707,-1.7234497,-0.051818848,-6.015625,-10.0625,3.234375
1664629111785,-0.25952148,-1.1091919,-0.15386963,13.75,8.9375,9.03125
1664629111814,0.27685547,-1.2105103,0.059265137,6.03125,29.4375,-4.328125
1664629111890,0.5305176,-0.7925415,-0.0020141602,-1.90625,6.640625,7.28125
1664629111894,0.0075683594,-0.6699829,0.18450928,-19.609375,-2.703125,23.484375
1664629111965,-0.5358887,-0.47906494,0.051452637,-15.28125,33.84375,-27.4375
1664629111980,0.5107422,-0.5383911,-0.09185791,-11.046875,43.21875,-29.078125
1664629112009,0.46606445,-0.8233032,-0.2366333,5.28125,23.609375,-2.6875
1664629112058,-0.033447266,-1.4622192,-0.33892822,-13.125,14.84375,7.640625
1664629112118,0.37353516,-1.4714966,-0.47174072,6.65625,23.328125,3.96875
1664629112135,0.14135742,-1.375061,0.010681152,0.515625,4.421875,13.28125
1664629112191,-0.095214844,-1.2529907,0.038269043,-5.125,12.453125,10.953125
1664629112224,-0.19213867,-0.85040283,-0.11846924,0.953125,23.0625,1.1875
1664629112251,0.23950195,-0.83135986,-0.08062744,0.578125,22.984375,2.359375
1664629112314,0.15039062,-0.6174927,-0.10308838,-3.25,-0.359375,9.09375
1664629112328,-0.2590332,-0.74420166,0.0067749023,-10.140625,7.984375,10.734375
1664629112387,0.07910156,-0.83477783,0.1552124,-14.328125,11.15625,11.34375
1664629112418,-0.51538086,-1.1489868,-0.05328369,-27.859375,22.671875,6.90625
1664629112448,0.071777344,-1.1516724,0.008972168,-24.546875,64.328125,-0.890625
1664629112532,-0.2084961,-1.8323364,0.026794434,-49.21875,73.234375,6.03125
1664629112540,0.36743164,-1.0418091,-0.5562134,-19.734375,77.734375,-2.90625
1664629112566,0.8786621,-0.8284302,-0.059387207,4.875,47.84375,0.21875
1664629112611,0.011962891,-1.0747681,-0.19464111,2.34375,42.40625,15.984375
1664629112642,-0.020751953,-1.1487427,-0.2234497,-4.875,63.265625,-1.546875
1664629112689,0.49609375,-1.3284302,-0.22027588,-16.1875,69.5625,0.28125
1664629112745,0.038330078,-1.3320923,-0.144104,-13.078125,59.359375,12.3125
1664629112762,-0.13208008,-0.8765259,-0.17071533,-8.859375,75.203125,6.484375
1664629112838,0.3774414,-0.7871704,-0.1729126,-13.84375,76.953125,5.5
1664629112854,0.16235352,-0.79937744,-0.09112549,-9.890625,58.234375,11.28125
1664629112887,0.14428711,-0.8286743,-0.04522705,-5.453125,49.984375,13.5625
1664629112948,-0.0625,-0.81744385,0.013366699,-14.875,39.6875,10.546875
1664629112972,-0.10449219,-0.9343872,-0.09698486,-12.75,41.984375,1.65625
1664629113001,0.2019043,-0.861145,-0.032043457,-4.796875,54.90625,4.84375
1664629113046,0.3737793,-0.9678345,0.10394287,-13.984375,39.640625,8.96875
1664629113078,0.080322266,-1.2388306,0.0692749,-14.375,30.234375,3.21875
1664629113133,0.06323242,-1.1399536,0.0914917,-7.484375,31.46875,-7.40625
1664629113197,0.18774414,-1.1941528,-0.1260376,-6.734375,31.765625,-6.921875
1664629113201,0.14648438,-1.1760864,-0.49493408,-4.84375,46.265625,4.984375
1664629113272,0.24609375,-0.87628174,-0.5706177,3.21875,53.296875,18.0
1664629113285,0.45336914,-0.9854126,-0.3965454,-4.65625,41.1875,23.0625
1664629113316,0.18823242,-1.1558228,-0.15924072,-9.90625,42.15625,5.671875
1664629113377,0.0041503906,-1.0127563,-0.2835083,-11.96875,56.953125,5.765625
1664629113393,0.2355957,-0.88726807,-0.34136963,-7.625,51.0,6.609375
1664629113454,0.28442383,-0.75494385,-0.21685791,-4.09375,38.546875,10.578125
