# Sensor type: Thingy
# Activity type: Climbing stairs
# Activity code: 12
# Subject id: s1918275
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1664629222018,-1.1308594,0.00390625,-0.072265625,-9.375,-17.15625,-7.28125,0.0,0.0,0.0
1664629222043,-1.4707031,0.24707031,-0.08203125,-35.8125,-18.25,-26.03125,0.0,0.0,0.0
1664629222077,-1.8671875,-0.15625,-0.03515625,15.03125,-78.4375,-10.53125,0.0,0.0,0.0
1664629222164,-1.2841797,0.36035156,0.3076172,8.75,-85.9375,-54.71875,0.0,0.0,0.0
1664629222169,-1.0566406,0.37890625,0.15429688,-59.28125,-109.4375,-63.5,0.0,0.0,0.0
1664629222194,-1.0195312,0.02734375,0.11425781,-243.5,-45.78125,-72.96875,0.0,0.0,0.0
1664629222256,-1.0966797,0.032226562,-0.23730469,-116.5625,-16.90625,-83.75,0.0,0.0,0.0
1664629222284,-1.1689453,-0.11425781,0.2607422,-1.5,-29.46875,-89.5,0.0,0.0,0.0
1664629222314,-1.4853516,-0.4638672,0.6015625,0.09375,-73.4375,-136.0,0.0,0.0,0.0
1664629222374,-0.7861328,0.25,0.043945312,20.96875,-71.53125,-148.09375,0.0,0.0,0.0
1664629222403,-0.63183594,-0.25878906,0.11621094,68.6875,-79.84375,-111.0,0.0,0.0,0.0
1664629222432,-0.8876953,-0.4326172,0.24414062,129.375,-83.125,-109.09375,0.0,0.0,0.0
1664629222527,-0.28027344,-0.19140625,0.14550781,121.1875,-72.6875,-74.1875,-109.0625,1.8125,-151.875
1664629222536,-0.07421875,-0.005859375,0.3408203,94.34375,-12.4375,-11.25,0.0,0.0,0.0
1664629222555,-0.34765625,-0.18261719,0.4892578,41.15625,63.90625,75.21875,0.0,0.0,0.0
1664629222615,-0.7324219,-0.41601562,2.0185547,-99.9375,93.1875,150.78125,0.0,0.0,0.0
1664629222645,-1.9863281,0.64941406,1.0673828,-180.9375,97.65625,47.34375,0.0,0.0,0.0
1664629222674,-0.36816406,-0.2861328,0.4501953,-78.15625,190.0,36.53125,0.0,0.0,0.0
1664629222735,-0.9501953,-0.013671875,-0.14160156,-43.0625,65.96875,119.59375,0.0,0.0,0.0
1664629222770,-1.28125,-0.10644531,-0.022460938,4.0,40.34375,87.75,0.0,0.0,0.0
1664629222794,-0.78808594,-0.048828125,-9.765625E-4,-22.75,76.125,87.625,0.0,0.0,0.0
1664629222854,-0.76660156,-0.08984375,-0.072265625,13.34375,58.28125,79.5625,0.0,0.0,0.0
1664629222883,-0.80566406,-0.044921875,0.14257812,81.625,14.03125,64.4375,0.0,0.0,0.0
1664629222918,-0.9238281,0.072265625,0.051757812,87.25,-11.09375,44.71875,0.0,0.0,0.0
1664629222975,-0.92285156,0.18457031,0.095703125,58.0,0.78125,33.96875,-104.25,17.0,-180.9375
1664629223007,-0.9160156,-0.01953125,0.040039062,-1.5625,19.21875,25.96875,0.0,0.0,0.0
1664629223034,-1.0917969,-0.10644531,-0.0390625,1.96875,27.34375,15.53125,0.0,0.0,0.0
1664629223093,-1.4277344,0.051757812,0.033203125,33.53125,36.8125,23.0,0.0,0.0,0.0
1664629223122,-1.5097656,0.18847656,0.18847656,58.4375,35.15625,38.5625,0.0,0.0,0.0
1664629223160,-1.4150391,-0.0087890625,-0.234375,23.21875,-52.5,0.71875,0.0,0.0,0.0
1664629223213,-1.4199219,0.49804688,0.25585938,55.625,-66.03125,-32.0,0.0,0.0,0.0
1664629223244,-0.9921875,0.26464844,0.21582031,-104.21875,-70.625,-63.875,0.0,0.0,0.0
1664629223272,-0.82421875,-0.14648438,-0.1015625,-241.25,-40.40625,-109.71875,0.0,0.0,0.0
1664629223335,-1.171875,0.017578125,-0.171875,-60.03125,28.75,-131.125,0.0,0.0,0.0
1664629223365,-1.1318359,-0.013671875,0.66308594,95.3125,-32.90625,-120.1875,0.0,0.0,0.0
1664629223393,-0.7519531,0.3486328,0.125,81.03125,-129.15625,-128.625,0.0,0.0,0.0
1664629223453,-0.6816406,-0.05078125,-0.2109375,38.96875,-98.21875,-120.03125,0.0,0.0,0.0
1664629223483,-0.55078125,0.018554688,0.22558594,69.625,-99.53125,-108.71875,-120.125,-6.125,-162.5
1664629223514,-0.6455078,-0.16210938,0.203125,44.65625,-69.03125,-75.53125,0.0,0.0,0.0
1664629223573,-0.5830078,-0.25195312,0.21777344,11.0625,-7.9375,-19.25,0.0,0.0,0.0
1664629223608,-0.07421875,0.19628906,0.5576172,41.21875,16.59375,48.5,0.0,0.0,0.0
1664629223632,-0.6171875,0.13867188,0.73535156,-55.75,126.40625,137.90625,0.0,0.0,0.0
1664629223695,-1.9863281,-0.4658203,0.28320312,-39.9375,207.03125,108.125,0.0,0.0,0.0
1664629223726,-0.22265625,0.13574219,0.068359375,41.71875,9.34375,37.03125,0.0,0.0,0.0
1664629223754,-0.45410156,0.3828125,0.00390625,-95.375,110.21875,107.9375,0.0,0.0,0.0
1664629223813,-1.8095703,-0.20019531,-0.059570312,-5.9375,53.96875,129.3125,0.0,0.0,0.0
1664629223844,-0.93847656,-0.171875,-0.07421875,22.0,40.03125,81.28125,0.0,0.0,0.0
1664629223872,-0.5957031,0.06640625,0.025390625,20.96875,37.28125,55.65625,0.0,0.0,0.0
1664629223935,-0.83984375,0.049804688,0.0078125,38.71875,30.03125,75.71875,0.0,0.0,0.0
1664629223963,-0.8808594,0.036132812,-0.0546875,56.5,12.09375,44.53125,-122.6875,12.625,-175.375
1664629223992,-0.7607422,0.20214844,-0.0068359375,26.21875,-3.1875,25.84375,0.0,0.0,0.0
1664629224053,-0.98046875,-0.1015625,-0.17578125,11.0625,8.3125,26.21875,0.0,0.0,0.0
1664629224082,-1.0634766,0.33203125,0.17382812,5.59375,37.34375,-4.28125,0.0,0.0,0.0
1664629224113,-1.4179688,0.0107421875,0.15234375,-40.625,25.21875,30.1875,0.0,0.0,0.0
1664629224143,-1.4599609,0.09667969,0.119140625,4.25,25.75,26.28125,0.0,0.0,0.0
1664629224209,-1.5380859,0.0390625,0.08300781,-3.6875,-15.5,37.40625,0.0,0.0,0.0
1664629224232,-1.1787109,0.14941406,0.16308594,1.96875,-46.09375,-18.21875,0.0,0.0,0.0
1664629224261,-1.1181641,0.26953125,0.21386719,-3.625,-54.1875,-47.03125,0.0,0.0,0.0
1664629224326,-1.0058594,-0.07421875,-0.057617188,-173.25,-39.0,-95.40625,0.0,0.0,0.0
1664629224353,-1.1162109,0.1796875,-0.14160156,-111.96875,25.8125,-129.0,0.0,0.0,0.0
1664629224382,-1.0498047,0.07324219,0.21289062,19.4375,-1.875,-113.71875,0.0,0.0,0.0
1664629224444,-0.8359375,0.45410156,0.18066406,80.40625,-93.375,-135.34375,0.0,0.0,0.0
1664629224477,-0.7392578,0.040039062,0.11425781,47.28125,-89.78125,-135.40625,-123.3125,5.0,-165.1875
1664629224503,-0.6455078,-0.02734375,-0.20996094,78.65625,-77.8125,-125.4375,0.0,0.0,0.0
1664629224562,-0.7050781,-0.29101562,0.29296875,50.625,-57.1875,-110.625,0.0,0.0,0.0
1664629224593,-0.5810547,-0.26660156,0.2890625,88.65625,-53.21875,-34.8125,0.0,0.0,0.0
1664629224626,-0.43847656,0.034179688,0.018554688,41.28125,1.40625,66.25,0.0,0.0,0.0
1664629224683,-0.43066406,0.49414062,0.5107422,-54.84375,153.03125,186.3125,0.0,0.0,0.0
1664629224713,-1.9863281,-0.18261719,0.890625,4.0,205.9375,116.125,0.0,0.0,0.0
1664629224742,-0.4560547,-0.14746094,0.055664062,-7.0625,88.125,9.5625,0.0,0.0,0.0
1664629224803,-0.5830078,0.26953125,-0.17285156,-89.875,97.78125,92.3125,0.0,0.0,0.0
1664629224831,-1.6132812,-0.25683594,-0.037109375,-1.9375,66.78125,93.375,0.0,0.0,0.0
1664629224862,-0.93359375,0.024414062,-0.12402344,5.46875,-1.28125,66.4375,0.0,0.0,0.0
1664629224923,-0.6796875,0.15136719,0.00390625,22.375,30.09375,59.90625,0.0,0.0,0.0
1664629224968,-0.7890625,0.043945312,-0.08984375,29.5,21.375,64.90625,-120.4375,15.625,-171.0625
1664629224984,-0.9658203,0.09863281,-0.017578125,30.1875,1.40625,46.65625,0.0,0.0,0.0
1664629225044,-0.8671875,0.07519531,-0.036132812,27.875,0.125,36.15625,0.0,0.0,0.0
1664629225074,-0.84765625,0.087890625,0.09277344,5.78125,3.3125,16.09375,0.0,0.0,0.0
1664629225103,-1.1181641,-0.072265625,-0.030273438,14.5625,-9.59375,16.875,0.0,0.0,0.0
1664629225164,-1.3828125,-0.07910156,0.08691406,1.6875,36.1875,10.78125,0.0,0.0,0.0
1664629225194,-1.390625,0.14550781,0.14550781,39.9375,5.1875,6.75,0.0,0.0,0.0
1664629225222,-1.5478516,0.0859375,0.068359375,-8.34375,-40.40625,5.28125,0.0,0.0,0.0
1664629225284,-1.2392578,0.20703125,0.1640625,-1.4375,-85.09375,-32.5,0.0,0.0,0.0
1664629225314,-1.1347656,0.36132812,0.23242188,-52.875,-46.09375,-42.5625,0.0,0.0,0.0
1664629225343,-1.0029297,-0.40234375,-0.13964844,-187.96875,-55.90625,-92.6875,0.0,0.0,0.0
1664629225409,-1.3125,0.013671875,-0.34277344,-100.625,31.125,-116.1875,0.0,0.0,0.0
1664629225433,-1.1142578,0.18652344,0.58496094,100.1875,28.5625,-131.125,0.0,0.0,0.0
1664629225496,-0.5576172,0.6152344,0.40234375,78.40625,-114.4375,-132.59375,-116.375,8.75,-165.375
1664629225524,-0.6738281,0.07519531,-0.06738281,8.9375,-53.84375,-118.1875,0.0,0.0,0.0
1664629225553,-0.9716797,-0.38867188,0.18945312,74.25,-87.03125,-98.90625,0.0,0.0,0.0
1664629225582,-0.7607422,-0.057617188,0.091796875,94.9375,-69.75,-49.34375,0.0,0.0,0.0
1664629225643,-0.47070312,0.091796875,-0.12695312,30.375,14.65625,42.15625,0.0,0.0,0.0
1664629225672,-0.0146484375,0.36132812,0.3251953,-38.0625,177.8125,158.4375,0.0,0.0,0.0
1664629225707,-1.9863281,-0.0029296875,0.047851562,-4.125,161.4375,177.15625,0.0,0.0,0.0
1664629225764,-0.8330078,-0.078125,0.017578125,-33.84375,69.9375,23.15625,0.0,0.0,0.0
1664629225796,-0.44921875,0.23535156,-0.17578125,-73.15625,74.71875,95.1875,0.0,0.0,0.0
1664629225823,-1.4970703,0.068359375,-0.34277344,12.25,41.375,114.71875,0.0,0.0,0.0
1664629225882,-0.96777344,-0.15722656,-0.013671875,35.0625,-8.375,63.40625,0.0,0.0,0.0
1664629225912,-0.5107422,-0.024414062,-0.091796875,12.84375,40.28125,46.125,0.0,0.0,0.0
1664629225975,-0.73339844,0.13574219,-0.043945312,34.40625,-3.0625,38.78125,-114.625,16.25,-168.1875
1664629226006,-0.8173828,0.087890625,0.030273438,61.0,-11.0,29.9375,0.0,0.0,0.0
1664629226038,-1.0644531,0.03515625,0.16015625,23.46875,-14.03125,12.0,0.0,0.0,0.0
1664629226063,-1.3564453,-0.16210938,-0.13183594,20.96875,-2.75,3.5625,0.0,0.0,0.0
1664629226126,-1.4394531,0.06347656,0.0048828125,-16.625,29.125,-3.0,0.0,0.0,0.0
1664629226152,-1.2910156,0.20117188,0.17578125,46.90625,27.53125,8.8125,0.0,0.0,0.0
1664629226184,-1.2617188,0.25,0.10253906,-34.625,-14.21875,-8.9375,0.0,0.0,0.0
1664629226242,-1.2382812,0.4951172,0.22558594,-52.28125,-33.625,-34.3125,0.0,0.0,0.0
1664629226273,-1.0390625,0.015625,0.049804688,-42.375,-59.8125,-44.6875,0.0,0.0,0.0
1664629226333,-1.1796875,-0.08496094,-0.18359375,-109.96875,-34.84375,-82.1875,0.0,0.0,0.0
1664629226363,-1.1552734,0.009765625,0.19433594,-45.375,44.3125,-123.625,0.0,0.0,0.0
1664629226394,-0.8183594,0.62890625,0.14355469,108.0625,-121.15625,-138.28125,0.0,0.0,0.0
1664629226423,-0.69433594,0.09375,0.1015625,-22.0,-56.625,-127.78125,0.0,0.0,0.0
1664629226485,-0.84375,-0.48632812,-0.31640625,-9.96875,-36.9375,-136.6875,-116.5625,3.9375,-158.4375
1664629226513,-0.87597656,0.06933594,0.43847656,90.4375,-104.6875,-103.96875,0.0,0.0,0.0
1664629226544,-0.609375,0.024414062,0.06347656,75.59375,-57.75,-24.375,0.0,0.0,0.0
1664629226604,-0.5234375,0.024414062,0.13769531,26.09375,-5.75,49.65625,0.0,0.0,0.0
1664629226635,-0.12207031,0.171875,0.3876953,-33.65625,138.6875,153.125,0.0,0.0,0.0
1664629226663,-1.9863281,0.0703125,1.0664062,-55.4375,160.15625,154.28125,0.0,0.0,0.0
1664629226724,-0.66308594,0.016601562,0.15429688,13.03125,66.65625,34.8125,0.0,0.0,0.0
1664629226757,-0.6611328,0.2607422,-0.1171875,-48.125,76.59375,115.75,0.0,0.0,0.0
1664629226784,-1.5791016,-0.17871094,-0.29492188,54.96875,36.6875,139.0,0.0,0.0,0.0
1664629226844,-0.8466797,-0.11621094,-0.080078125,69.1875,6.15625,60.15625,0.0,0.0,0.0
1664629226877,-0.46875,0.1328125,-0.06347656,62.15625,4.75,33.1875,0.0,0.0,0.0
1664629226903,-0.74609375,0.19042969,-0.049804688,56.625,11.40625,39.78125,0.0,0.0,0.0
1664629226963,-0.7050781,0.12597656,0.044921875,16.625,16.71875,27.0625,-112.625,19.5625,-170.75
1664629226996,-0.9736328,0.09277344,0.024414062,9.1875,-6.96875,17.5625,0.0,0.0,0.0
1664629227023,-1.2382812,-0.12207031,0.0625,33.65625,6.09375,14.25,0.0,0.0,0.0
1664629227083,-1.2841797,0.08886719,0.00390625,1.0,23.5,1.5625,0.0,0.0,0.0
1664629227114,-1.3408203,0.4560547,0.038085938,-1.125,58.03125,6.6875,0.0,0.0,0.0
1664629227143,-1.6298828,0.48535156,0.19824219,-13.46875,15.375,52.15625,0.0,0.0,0.0
1664629227202,-1.2646484,-0.07910156,-0.1484375,-37.125,-29.0625,27.75,0.0,0.0,0.0
1664629227232,-1.1767578,-0.02734375,0.02734375,52.875,-48.875,-9.125,0.0,0.0,0.0
1664629227262,-0.9404297,0.048828125,0.07128906,-16.75,-77.09375,-61.125,0.0,0.0,0.0
1664629227323,-1.0195312,0.41308594,0.13867188,-103.90625,-59.4375,-138.75,0.0,0.0,0.0
1664629227356,-0.6464844,0.5107422,-0.359375,-96.21875,-1.34375,-87.78125,0.0,0.0,0.0
1664629227389,-1.1191406,-0.061523438,0.32226562,-51.84375,-5.90625,-124.0,0.0,0.0,0.0
1664629227443,-0.9628906,-0.033203125,0.017578125,81.4375,-114.75,-134.59375,0.0,0.0,0.0
1664629227477,-0.9326172,0.068359375,0.07910156,76.75,-120.53125,-158.84375,-115.0625,6.3125,-161.4375
1664629227503,-0.57128906,0.08105469,0.10644531,85.78125,-110.21875,-117.875,0.0,0.0,0.0
1664629227565,-0.6777344,-0.009765625,0.34375,61.5,-71.15625,-67.90625,0.0,0.0,0.0
1664629227594,-0.69628906,-0.024414062,0.27148438,23.90625,-5.84375,5.34375,0.0,0.0,0.0
1664629227623,-0.23339844,0.09277344,0.06933594,-58.875,89.0625,87.125,0.0,0.0,0.0
1664629227684,-0.7373047,-0.3779297,1.0185547,-121.375,193.3125,184.0,0.0,0.0,0.0
1664629227714,-1.9863281,-0.19921875,0.65234375,6.6875,177.625,158.59375,0.0,0.0,0.0
1664629227744,-0.18652344,0.07714844,-0.0234375,-14.75,68.1875,3.875,0.0,0.0,0.0
1664629227802,-0.38378906,0.43945312,-0.16796875,-69.78125,77.03125,99.78125,0.0,0.0,0.0
1664629227835,-1.6455078,-0.072265625,-0.119140625,-13.875,87.40625,112.09375,0.0,0.0,0.0
1664629227863,-0.9404297,-0.14550781,-0.08984375,34.5625,-7.4375,70.03125,0.0,0.0,0.0
1664629227923,-0.82128906,0.017578125,-0.041992188,75.65625,10.9375,59.65625,0.0,0.0,0.0
1664629227954,-0.73828125,0.21582031,-0.041015625,76.6875,-11.78125,36.84375,-113.5625,20.4375,-171.9375
1664629227985,-0.7988281,0.15722656,-0.026367188,64.1875,-24.21875,38.25,0.0,0.0,0.0
1664629228051,-0.76953125,0.0390625,0.0048828125,40.9375,-6.65625,17.25,0.0,0.0,0.0
1664629228074,-1.0361328,0.109375,-0.016601562,-10.03125,24.0625,14.25,0.0,0.0,0.0
1664629228103,-1.0791016,0.19238281,0.10644531,-11.625,53.46875,6.09375,0.0,0.0,0.0
1664629228164,-1.8017578,-0.0546875,-0.095703125,-8.09375,41.1875,31.15625,0.0,0.0,0.0
1664629228197,-1.3740234,0.19433594,0.26367188,44.65625,23.125,30.4375,0.0,0.0,0.0
1664629228223,-1.4042969,0.08105469,0.044921875,4.4375,-44.96875,35.125,0.0,0.0,0.0
1664629228286,-1.1572266,-0.111328125,-0.171875,45.6875,-150.875,-6.4375,0.0,0.0,0.0
1664629228315,-1.3046875,0.57714844,0.453125,-3.09375,-52.4375,-49.8125,0.0,0.0,0.0
1664629228344,-0.9042969,0.060546875,-0.26367188,-90.78125,-141.71875,-71.5625,0.0,0.0,0.0
1664629228405,-0.67285156,0.39746094,-0.68359375,38.46875,-57.875,-89.3125,0.0,0.0,0.0
1664629228434,-1.3398438,-0.77441406,1.1044922,-185.03125,107.53125,-81.5625,0.0,0.0,0.0
1664629228465,-0.74316406,0.48535156,-0.42871094,77.1875,-119.6875,-104.5,-112.1875,15.625,-164.875
1664629228523,-0.9902344,-0.16503906,0.3232422,-35.8125,-1.59375,-135.8125,0.0,0.0,0.0
1664629228556,-0.64160156,-0.12011719,-0.041992188,96.65625,-73.96875,-113.0625,0.0,0.0,0.0
1664629228614,-0.53808594,-0.11230469,-0.18457031,164.40625,-71.40625,-63.4375,0.0,0.0,0.0
1664629228644,-0.3046875,0.13183594,-0.052734375,120.03125,-17.9375,-22.0625,0.0,0.0,0.0
1664629228675,-0.26171875,0.20214844,0.19140625,130.875,47.90625,37.03125,0.0,0.0,0.0
1664629228703,-1.0673828,-0.08496094,0.46972656,150.96875,152.59375,154.15625,0.0,0.0,0.0
1664629228763,-1.3291016,-0.3828125,0.83984375,185.28125,-46.3125,115.6875,0.0,0.0,0.0
1664629228797,-0.83203125,0.0546875,-0.3310547,-90.25,52.0625,-73.5,0.0,0.0,0.0
1664629228823,-1.5664062,1.1455078,0.13085938,-78.9375,-57.3125,12.71875,0.0,0.0,0.0
1664629228883,-0.7626953,-0.51464844,-0.7246094,152.25,-47.25,22.3125,0.0,0.0,0.0
1664629228916,-1.1269531,-0.5517578,-0.25878906,286.65625,-56.8125,21.34375,0.0,0.0,0.0
1664629228945,-1.1416016,0.20507812,-0.056640625,167.5625,20.75,-65.40625,-115.625,7.6875,-161.3125
1664629229003,-0.9580078,0.8183594,-0.11230469,33.59375,63.59375,-47.5625,0.0,0.0,0.0
1664629229035,-0.6777344,0.74316406,0.13085938,102.6875,9.03125,27.5625,0.0,0.0,0.0
1664629229063,-0.9140625,0.0,-0.09375,87.96875,17.53125,59.0,0.0,0.0,0.0
1664629229124,-0.84472656,0.111328125,0.01171875,66.25,62.5625,37.6875,0.0,0.0,0.0
1664629229157,-1.0195312,-0.032226562,-0.0107421875,63.09375,51.09375,33.53125,0.0,0.0,0.0
1664629229185,-0.9824219,-0.16113281,-0.038085938,73.34375,43.59375,44.09375,0.0,0.0,0.0
1664629229243,-1.2060547,-0.27246094,0.21972656,114.84375,12.4375,50.34375,0.0,0.0,0.0
1664629229273,-1.359375,-0.041015625,0.25976562,125.09375,-47.90625,5.28125,0.0,0.0,0.0
1664629229308,-1.3271484,-0.15820312,-0.10058594,91.8125,-135.4375,-23.15625,0.0,0.0,0.0
1664629229363,-1.5898438,-0.11621094,0.08300781,4.53125,-239.3125,-97.1875,0.0,0.0,0.0
1664629229394,-1.4003906,0.28125,-0.16601562,109.46875,-259.28125,-168.3125,0.0,0.0,0.0
1664629229425,-1.5996094,0.18359375,-1.0585938,75.59375,-149.28125,-158.59375,0.0,0.0,0.0
1664629229484,-1.609375,-1.1533203,0.75390625,-123.9375,31.75,-222.625,-109.5,-8.375,-149.0
1664629229515,-1.3261719,-0.057617188,-0.0546875,208.40625,-92.59375,-259.78125,0.0,0.0,0.0
1664629229546,-1.1113281,0.20117188,-0.119140625,290.1875,-95.625,-222.5,0.0,0.0,0.0
1664629229603,-0.60253906,0.12109375,0.047851562,239.71875,-117.625,-167.875,0.0,0.0,0.0
1664629229633,-0.4189453,0.30078125,0.23535156,137.1875,-36.875,-142.84375,0.0,0.0,0.0
1664629229663,-0.3564453,0.09863281,0.28222656,133.75,-3.84375,-93.53125,0.0,0.0,0.0
1664629229727,-0.4482422,-0.16796875,0.4921875,141.375,49.3125,-42.75,0.0,0.0,0.0
1664629229754,-0.40039062,-0.44433594,0.5830078,51.46875,130.3125,11.5625,0.0,0.0,0.0
