# Sensor type: Thingy
# Activity type: Lying down left
# Activity code: 7
# Subject id: s1918275
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1664628290333,-0.083984375,0.8105469,0.5830078,-1.90625,-0.34375,0.59375,0.0,0.0,0.0
1664628290367,-0.07910156,0.82128906,0.5810547,-1.375,0.75,1.15625,0.0,0.0,0.0
1664628290393,-0.07714844,0.8046875,0.58496094,-1.375,-0.625,1.34375,0.0,0.0,0.0
1664628290456,-0.072265625,0.81152344,0.5751953,-2.09375,-0.34375,0.5625,0.0,0.0,0.0
1664628290485,-0.0703125,0.8125,0.5859375,-1.46875,0.03125,0.125,-67.9375,55.375,-108.0625
1664628290514,-0.07421875,0.8017578,0.58496094,-0.5625,0.15625,0.3125,0.0,0.0,0.0
1664628290602,-0.07421875,0.80371094,0.5957031,-0.6875,-0.15625,0.25,0.0,0.0,0.0
1664628290606,-0.080078125,0.8076172,0.58984375,-1.0,-0.21875,0.125,0.0,0.0,0.0
1664628290632,-0.07324219,0.8046875,0.5839844,-1.125,-0.40625,-0.625,0.0,0.0,0.0
1664628290695,-0.08105469,0.8222656,0.5830078,-1.1875,-0.46875,-0.84375,0.0,0.0,0.0
1664628290725,-0.06738281,0.8125,0.6044922,-0.625,0.34375,-0.3125,0.0,0.0,0.0
1664628290754,-0.076171875,0.8046875,0.5908203,-0.375,-0.09375,0.125,0.0,0.0,0.0
1664628290814,-0.076171875,0.80566406,0.60058594,-0.75,0.28125,0.1875,0.0,0.0,0.0
1664628290844,-0.08105469,0.80371094,0.5800781,-0.625,-0.03125,0.25,0.0,0.0,0.0
1664628290872,-0.072265625,0.81152344,0.5839844,-0.03125,-0.09375,0.0625,0.0,0.0,0.0
1664628290933,-0.08105469,0.8095703,0.60058594,-0.4375,-0.21875,-0.125,0.0,0.0,0.0
1664628290966,-0.07324219,0.8076172,0.59375,0.28125,0.03125,-0.375,0.0,0.0,0.0
1664628290994,-0.0859375,0.7988281,0.6015625,0.78125,0.46875,-0.375,-67.1875,56.125,-107.75
1664628291054,-0.0703125,0.8095703,0.5957031,2.0625,0.15625,-0.78125,0.0,0.0,0.0
1664628291084,-0.0703125,0.7988281,0.5966797,2.375,0.59375,-1.03125,0.0,0.0,0.0
1664628291113,-0.08496094,0.7841797,0.60058594,3.21875,0.59375,-0.3125,0.0,0.0,0.0
1664628291176,-0.06738281,0.81933594,0.59765625,4.0625,0.75,-0.4375,0.0,0.0,0.0
1664628291203,-0.07910156,0.8017578,0.5839844,4.6875,0.875,-1.03125,0.0,0.0,0.0
1664628291235,-0.08496094,0.8154297,0.5732422,5.46875,0.34375,-1.15625,0.0,0.0,0.0
1664628291296,-0.07714844,0.8359375,0.5605469,4.625,0.03125,-1.34375,0.0,0.0,0.0
1664628291330,-0.08496094,0.8330078,0.57421875,2.71875,-0.40625,-1.71875,0.0,0.0,0.0
1664628291358,-0.09375,0.8251953,0.5576172,1.75,-0.6875,-1.65625,0.0,0.0,0.0
1664628291414,-0.08984375,0.8378906,0.5605469,1.875,-0.75,-1.09375,0.0,0.0,0.0
1664628291473,-0.08691406,0.8486328,0.5488281,0.15625,-0.625,-0.625,0.0,0.0,0.0
1664628291477,-0.08691406,0.84375,0.57421875,-1.96875,-0.75,0.125,-66.75,56.125,-109.875
1664628291533,-0.08105469,0.8378906,0.56640625,-3.1875,-0.875,0.65625,0.0,0.0,0.0
1664628291565,-0.07910156,0.82910156,0.5732422,-4.09375,-0.75,0.78125,0.0,0.0,0.0
1664628291625,-0.091796875,0.82421875,0.5644531,-4.90625,-0.6875,0.90625,0.0,0.0,0.0
1664628291653,-0.068359375,0.8222656,0.57910156,-4.90625,0.53125,1.78125,0.0,0.0,0.0
1664628291688,-0.07421875,0.8173828,0.578125,-5.03125,0.03125,1.71875,0.0,0.0,0.0
1664628291743,-0.0703125,0.8173828,0.5966797,-5.34375,-0.46875,1.09375,0.0,0.0,0.0
1664628291775,-0.068359375,0.80566406,0.5957031,-4.71875,-0.6875,1.03125,0.0,0.0,0.0
1664628291804,-0.08105469,0.8027344,0.5996094,-3.9375,-0.40625,0.84375,0.0,0.0,0.0
1664628291832,-0.08203125,0.81152344,0.60546875,-3.4375,-0.40625,0.25,0.0,0.0,0.0
1664628291893,-0.07519531,0.7998047,0.60546875,-2.78125,-0.53125,0.25,0.0,0.0,0.0
1664628291923,-0.072265625,0.796875,0.6044922,-2.09375,-0.28125,0.25,0.0,0.0,0.0
1664628291952,-0.06542969,0.79785156,0.61035156,-1.65625,-0.09375,0.125,0.0,0.0,0.0
1664628292017,-0.06640625,0.80078125,0.60839844,-1.1875,-0.03125,-0.0625,-68.125,56.0,-107.125
1664628292043,-0.078125,0.7890625,0.6113281,-0.4375,-0.09375,0.0,0.0,0.0,0.0
1664628292072,-0.06542969,0.796875,0.60253906,0.09375,0.09375,-0.0625,0.0,0.0,0.0
1664628292132,-0.07910156,0.7949219,0.6142578,0.21875,-0.03125,-0.1875,0.0,0.0,0.0
1664628292164,-0.07519531,0.79003906,0.6074219,0.65625,0.03125,0.0625,0.0,0.0,0.0
1664628292195,-0.06542969,0.8046875,0.61816406,0.90625,-0.09375,-0.25,0.0,0.0,0.0
1664628292255,-0.08203125,0.8066406,0.59765625,0.46875,-0.03125,-0.5,0.0,0.0,0.0
1664628292316,-0.087890625,0.8066406,0.5830078,0.90625,0.09375,-0.3125,0.0,0.0,0.0
1664628292337,-0.07421875,0.8027344,0.59765625,0.78125,0.59375,0.125,0.0,0.0,0.0
1664628292376,-0.072265625,0.8105469,0.58203125,0.96875,0.03125,-0.125,0.0,0.0,0.0
1664628292404,-0.07324219,0.8154297,0.59277344,0.15625,-0.09375,-0.3125,0.0,0.0,0.0
1664628292436,-0.08886719,0.8046875,0.5888672,-0.03125,-0.15625,-0.125,0.0,0.0,0.0
1664628292491,-0.0703125,0.81152344,0.5917969,-0.15625,-0.21875,-0.125,-68.125,57.0625,-106.875
1664628292523,-0.08203125,0.8144531,0.59375,-0.375,-0.46875,-0.1875,0.0,0.0,0.0
1664628292554,-0.07714844,0.8076172,0.5957031,-0.5625,-0.40625,0.0625,0.0,0.0,0.0
1664628292613,-0.05859375,0.81347656,0.5966797,-1.0625,-0.28125,-0.125,0.0,0.0,0.0
1664628292643,-0.078125,0.7988281,0.5986328,-1.25,0.34375,0.3125,0.0,0.0,0.0
1664628292706,-0.080078125,0.7871094,0.61816406,-0.4375,0.59375,0.65625,0.0,0.0,0.0
1664628292733,-0.06933594,0.8027344,0.61035156,0.40625,0.34375,0.375,0.0,0.0,0.0
1664628292767,-0.087890625,0.79589844,0.6035156,-0.03125,-0.15625,-0.5,0.0,0.0,0.0
1664628292799,-0.08886719,0.8095703,0.59472656,0.34375,-0.53125,-0.90625,0.0,0.0,0.0
1664628292853,-0.07519531,0.8125,0.59277344,0.40625,-0.53125,-0.5625,0.0,0.0,0.0
1664628292885,-0.076171875,0.80859375,0.5966797,0.28125,-0.28125,-0.375,0.0,0.0,0.0
1664628292915,-0.06933594,0.8017578,0.59375,0.15625,-0.03125,-0.375,0.0,0.0,0.0
1664628292973,-0.083984375,0.80371094,0.59375,-0.09375,-0.03125,0.0625,0.0,0.0,0.0
1664628293006,-0.06933594,0.7988281,0.60058594,-0.03125,0.71875,0.59375,-68.375,56.0,-106.5625
1664628293034,-0.08203125,0.80859375,0.5986328,0.03125,0.15625,0.5625,0.0,0.0,0.0
1664628293095,-0.07519531,0.80859375,0.58984375,-0.09375,-0.15625,-0.1875,0.0,0.0,0.0
1664628293125,-0.080078125,0.8027344,0.61328125,-0.09375,-0.28125,-0.375,0.0,0.0,0.0
1664628293155,-0.078125,0.7988281,0.609375,0.09375,-0.15625,-0.375,0.0,0.0,0.0
1664628293213,-0.07714844,0.8027344,0.58984375,0.15625,-0.34375,-0.375,0.0,0.0,0.0
1664628293245,-0.07910156,0.8027344,0.6044922,0.21875,-0.15625,-0.0625,0.0,0.0,0.0
1664628293274,-0.07421875,0.8125,0.61035156,-0.03125,-0.15625,0.0,0.0,0.0,0.0
1664628293332,-0.08203125,0.7988281,0.59375,-0.1875,-0.03125,0.0,0.0,0.0,0.0
1664628293363,-0.07519531,0.80371094,0.5966797,-0.1875,-0.15625,0.0625,0.0,0.0,0.0
1664628293394,-0.07324219,0.8066406,0.5878906,-0.15625,-0.03125,0.1875,0.0,0.0,0.0
1664628293457,-0.07714844,0.8046875,0.6044922,-0.25,-0.03125,-0.125,0.0,0.0,0.0
1664628293485,-0.072265625,0.80371094,0.61621094,-0.4375,-0.21875,-0.0625,-69.125,56.0,-107.625
1664628293514,-0.08203125,0.80078125,0.60058594,-0.75,-0.21875,0.0625,0.0,0.0,0.0
1664628293573,-0.080078125,0.8046875,0.6035156,-0.3125,-0.03125,0.125,0.0,0.0,0.0
1664628293603,-0.07324219,0.7949219,0.60546875,-0.03125,-0.28125,-0.0625,0.0,0.0,0.0
1664628293649,-0.083984375,0.80371094,0.6015625,-0.375,-0.15625,-0.125,0.0,0.0,0.0
